id,age,status,country,created_at
4117,55,trial,US,2023-12-26 05:42:59.422454
4118,46,free,US,2023-03-01 15:31:03.576559
4119,45,free,BR,2023-11-11 12:28:30.128394
4120,74,free,US,2023-02-10 02:06:09.686528
4121,82,trial,US,2023-03-26 10:07:20.34464
4122,59,free,US,2023-04-26 14:23:23.245514
4123,76,paid,IF,2023-11-14 07:59:41.141275
4124,70,paid,US,2023-03-30 04:43:21.731132
4125,55,trial,US,2023-11-17 04:52:46.469307
4126,84,paid,BR,2023-02-23 04:21:02.569039
4127,44,free,US,2023-06-27 07:15:01.05548
4128,92,free,BR,2023-12-31 02:39:08.461942
4129,23,free,IF,2023-10-11 09:38:22.183748
4130,90,free,BR,2023-10-03 06:18:55.704784
4131,65,free,US,2023-01-27 18:02:49.395429
4132,89,free,US,2023-03-21 05:24:53.557552
4133,95,paid,BR,2023-11-03 14:33:53.075008
4134,55,free,US,2023-06-29 16:31:30.011239
4135,81,paid,US,2023-09-04 21:15:55.317006
4136,61,free,FR,2023-04-12 23:59:52.773851
4137,18,free,US,2023-07-27 23:40:58.021072
4138,31,trial,FR,2023-04-07 09:41:53.634709
4139,21,paid,US,2023-09-27 06:14:47.349504
4140,53,free,BR,2023-02-12 18:07:27.484445
4141,88,free,US,2023-08-31 10:56:06.316937
4142,87,free,US,2023-04-10 13:36:57.948754
4143,74,paid,US,2023-07-30 11:46:48.728861
4144,62,free,BR,2023-08-14 15:28:53.630672
4145,77,trial,US,2023-05-16 22:44:53.374655
4146,90,free,US,2023-07-03 12:39:13.405443
4147,66,paid,BR,2023-09-02 18:51:55.019787
4148,65,free,BR,2023-06-20 11:59:11.305858
4149,43,free,BR,2023-12-27 07:43:01.482823
4150,55,free,US,2023-02-03 10:54:24.680067
4151,22,free,BR,2023-11-17 15:26:52.8402
4152,72,free,BR,2023-04-13 22:23:43.834513
4153,83,paid,US,2023-06-24 03:47:02.258358
4154,71,free,US,2023-03-04 18:05:39.688919
4155,66,free,BR,2023-09-22 21:16:03.386949
4156,19,trial,FR,2023-01-24 01:28:50.401545
4157,60,free,US,2023-08-02 00:36:16.666545
4158,63,free,US,2023-08-04 05:26:25.954976
4159,49,free,BR,2023-07-07 13:55:23.789058
4160,50,free,US,2023-08-19 16:59:49.375508
4161,48,trial,US,2023-04-30 09:00:49.710674
4162,39,trial,US,2023-08-17 19:52:38.849023
4163,69,trial,BR,2023-06-13 10:38:57.382109
4164,93,free,IF,2023-10-10 18:56:34.968048
4165,39,paid,IF,2023-07-25 16:21:59.495081
4166,50,free,BR,2023-04-14 13:22:14.470789
4167,86,paid,BR,2023-03-08 03:03:39.516637
4168,79,free,US,2023-12-22 05:39:01.128725
4169,28,trial,US,2023-08-14 13:58:49.182182
4170,69,free,IF,2023-03-24 03:37:55.268133
4171,78,free,FR,2023-03-28 06:13:03.0632
4172,23,free,US,2023-10-24 13:16:12.834136
4173,35,trial,US,2023-05-18 13:03:35.355127
4174,26,paid,US,2023-05-29 14:04:46.631627
4175,26,free,BR,2023-07-29 09:10:33.686475
4176,73,free,US,2023-07-20 02:52:52.077532
4177,59,free,US,2023-09-03 23:18:54.126904
4178,24,trial,US,2023-06-19 22:59:37.11589
4179,67,free,IF,2023-11-18 16:28:43.807995
4180,50,free,US,2023-01-18 17:04:12.909157
4181,37,free,IF,2023-06-10 00:38:55.143725
4182,44,paid,US,2023-08-21 05:52:04.510198
4183,89,free,US,2023-01-04 22:55:51.71594
4184,32,paid,IF,2023-02-21 04:55:59.70459
4185,57,paid,BR,2023-01-12 14:20:51.478028
4186,39,trial,BR,2023-12-02 15:22:42.071519
4187,21,free,US,2023-10-10 09:46:32.277582
4188,18,free,FR,2023-06-21 16:22:16.614009
4189,48,free,US,2023-09-15 22:53:58.608299
4190,80,free,US,2023-07-06 13:25:33.039597
4191,63,free,BR,2023-01-12 05:02:21.330724
4192,53,free,US,2023-06-14 21:20:26.599677
4193,55,free,BR,2023-02-10 00:39:26.055465
4194,63,free,BR,2023-04-09 12:58:59.988832
4195,53,free,US,2023-07-31 16:41:38.287569
4196,47,free,US,2023-09-21 09:08:20.320983
4197,81,free,US,2023-01-08 13:25:48.391239
4198,48,free,US,2023-05-21 08:17:04.437948
4199,57,free,IF,2023-07-01 00:24:04.913567
4200,58,paid,US,2023-04-09 11:33:59.041323
4201,86,free,BR,2023-09-03 09:28:06.855267
4202,56,free,IF,2023-09-18 10:30:39.803998
4203,93,free,IF,2023-04-17 18:17:19.051375
4204,90,trial,BR,2023-04-22 05:27:27.710836
4205,40,free,IF,2023-10-25 12:02:45.436125
4206,91,free,IF,2023-04-12 21:47:28.962033
4207,29,free,US,2023-11-08 10:41:22.743626
4208,92,free,IF,2023-09-11 10:27:19.396663
4209,35,free,BR,2023-09-04 04:12:32.648357
4210,62,free,US,2023-10-04 05:03:42.609886
4211,74,trial,IF,2023-05-12 19:49:49.620629
4212,92,trial,US,2023-03-03 01:33:35.255889
4213,36,trial,US,2023-05-03 01:26:15.803873
4214,40,paid,US,2023-05-30 10:18:59.035269
4215,33,free,US,2023-03-01 18:29:54.162787
4216,42,paid,US,2023-03-08 23:11:48.504548
4217,76,trial,IF,2023-06-23 09:22:16.151862
4218,49,trial,US,2023-05-15 00:47:56.506846
4219,18,trial,US,2023-08-10 22:17:53.390678
4220,38,free,BR,2023-04-24 19:29:14.101002
4221,83,paid,US,2023-09-16 01:14:36.896141
4222,47,paid,US,2023-03-02 03:09:31.21468
4223,50,free,BR,2023-05-05 08:05:25.833991
4224,59,free,BR,2023-09-15 20:45:23.847498
4225,33,free,US,2023-04-26 13:30:24.063096
4226,71,free,US,2023-06-08 15:28:48.480583
4227,75,free,BR,2023-12-13 06:24:51.050979
4228,50,free,US,2023-05-01 18:50:37.073109
4229,38,trial,US,2023-09-28 23:56:44.433799
4230,80,trial,US,2023-01-06 03:55:53.179996
4231,29,paid,IF,2023-09-27 12:43:56.551704
4232,50,trial,US,2023-09-08 20:03:19.062554
4233,87,free,BR,2023-12-23 18:15:33.15833
4234,25,paid,BR,2023-10-17 20:32:38.237687
4235,37,trial,US,2023-01-09 13:39:11.910284
4236,26,free,US,2023-01-28 07:29:59.475549
4237,26,trial,BR,2023-11-08 10:34:10.159208
4238,74,free,US,2023-08-20 16:58:44.268026
4239,83,free,BR,2023-10-03 20:13:02.173323
4240,81,paid,US,2023-04-28 01:53:34.3062
4241,19,trial,BR,2023-11-23 17:09:47.344132
4242,27,free,FR,2023-03-04 13:50:21.693893
4243,59,free,US,2023-04-26 11:22:10.590168
4244,58,free,US,2023-06-01 16:55:01.611909
4245,62,free,BR,2023-04-02 22:58:27.861902
4246,53,free,US,2023-09-07 12:02:41.573357
4247,25,free,BR,2023-06-20 05:35:46.448732
4248,88,free,US,2023-01-28 14:01:00.686394
4249,22,free,BR,2023-09-28 05:35:50.712936
4250,26,free,BR,2023-04-27 14:53:05.655278
4251,25,trial,US,2023-08-03 21:06:35.959606
4252,21,paid,US,2023-02-24 18:07:02.291804
4253,32,free,US,2023-01-13 06:14:50.31993
4254,30,paid,US,2023-07-27 09:17:00.19961
4255,18,free,BR,2023-01-27 00:27:45.358589
4256,28,free,US,2023-03-24 14:25:52.119915
4257,19,free,US,2023-07-28 10:42:01.29055
4258,19,free,US,2023-10-30 18:01:13.470182
4259,40,free,BR,2023-01-24 11:29:42.854706
4260,73,free,US,2023-11-12 22:30:31.167559
4261,58,free,BR,2023-11-11 07:39:02.858953
4262,93,trial,BR,2023-06-30 02:23:12.500463
4263,35,free,US,2023-10-11 01:51:10.983707
4264,54,paid,US,2023-04-06 07:19:11.766122
4265,91,trial,BR,2023-10-15 18:54:20.365893
4266,46,free,US,2023-08-04 17:20:18.065565
4267,59,paid,BR,2023-04-06 00:01:15.818181
4268,38,paid,US,2023-06-20 01:55:16.454002
4269,77,free,BR,2023-12-07 21:18:19.975873
4270,96,paid,US,2023-01-24 05:29:57.905565
4271,50,trial,BR,2023-07-23 19:57:06.76993
4272,66,free,BR,2023-09-19 19:24:19.194357
4273,68,free,BR,2023-08-30 09:25:55.379309
4274,63,paid,BR,2023-11-01 22:10:45.953094
4275,72,paid,BR,2023-07-06 22:00:55.194998
4276,28,trial,US,2023-11-12 08:37:20.036064
4277,31,free,US,2023-08-21 02:17:08.431235
4278,36,free,IF,2023-12-07 03:36:55.712435
4279,77,free,FR,2023-08-03 17:16:26.477404
4280,89,free,US,2023-12-01 14:18:28.478468
4281,64,free,US,2023-07-12 10:25:57.724915
4282,60,free,US,2023-06-18 17:45:08.576991
4283,76,paid,BR,2023-05-28 10:44:42.391716
4284,53,paid,BR,2023-05-22 15:22:35.980991
4285,59,free,BR,2023-12-01 18:59:07.491355
4286,31,trial,US,2023-10-25 17:35:42.942053
4287,23,free,BR,2023-12-11 11:58:52.603903
4288,55,free,US,2023-12-12 22:30:02.971898
4289,31,free,US,2023-10-19 16:14:51.339376
4290,31,free,BR,2023-10-30 15:53:56.158844
4291,39,free,BR,2023-12-10 13:58:55.331107
4292,72,free,BR,2023-08-26 01:27:35.70223
4293,63,free,BR,2023-08-27 09:07:54.959494
4294,44,free,IF,2023-08-20 02:31:36.767644
4295,78,free,US,2023-07-22 17:04:02.689745
4296,80,free,BR,2023-07-06 19:40:05.296036
4297,33,paid,US,2023-08-21 19:28:54.835328
4298,82,trial,US,2023-03-01 21:37:19.056633
4299,46,free,US,2023-07-11 17:35:14.335136
4300,58,free,US,2023-12-09 04:30:12.825395
4301,42,free,BR,2023-09-20 23:36:26.106418
4302,78,free,FR,2023-03-29 14:38:50.347733
4303,68,free,US,2023-08-01 19:31:28.668423
4304,44,free,BR,2023-03-28 17:10:26.787319
4305,58,paid,IF,2023-10-24 01:40:32.62958
4306,23,free,US,2023-04-09 20:36:42.574296
4307,90,paid,BR,2023-11-08 20:53:31.592736
4308,65,free,BR,2023-08-04 02:00:46.70562
4309,70,free,US,2023-10-02 17:51:16.874268
4310,54,free,US,2023-02-22 02:11:49.502541
4311,68,free,BR,2023-03-13 08:33:04.195596
4312,62,free,US,2023-10-08 02:54:03.087191
4313,56,paid,US,2023-08-31 13:40:26.132136
4314,44,free,US,2023-12-14 20:20:29.532838
4315,30,free,US,2023-03-22 21:28:10.906962
4316,35,trial,BR,2023-06-02 15:24:32.974038
4317,24,trial,US,2023-01-21 10:03:50.731683
4318,59,free,US,2023-04-03 02:39:13.023946
4319,61,paid,US,2023-05-29 11:06:14.846807
4320,98,paid,US,2023-07-18 06:54:15.952338
4321,26,free,US,2023-12-18 14:09:56.452381
4322,48,free,US,2023-08-26 16:33:42.370493
4323,33,free,FR,2023-12-22 01:35:07.252084
4324,52,free,US,2023-10-17 21:02:08.543736
4325,49,free,IF,2023-12-19 03:07:10.566091
4326,73,free,BR,2023-05-16 15:30:42.724899
4327,76,free,BR,2023-10-23 08:40:53.269031
4328,20,free,US,2023-10-02 17:58:39.610258
4329,60,free,US,2023-03-31 05:03:25.382448
4330,71,trial,IF,2023-06-29 02:44:29.132465
4331,83,paid,US,2023-06-06 12:37:59.168107
4332,43,trial,IF,2023-02-15 05:36:25.237156
4333,41,paid,IF,2023-03-02 15:28:20.389271
4334,77,trial,US,2023-07-22 09:39:29.327393
4335,21,trial,US,2023-02-17 06:08:20.003828
4336,23,free,US,2023-12-09 19:04:18.54052
4337,40,free,IF,2023-07-29 21:29:43.299318
4338,61,paid,US,2023-09-17 23:37:08.276064
4339,63,paid,US,2023-03-26 18:22:50.557684
4340,87,paid,US,2023-05-06 21:30:32.674867
4341,54,paid,US,2023-05-01 04:27:46.178943
4342,38,free,BR,2023-04-07 11:08:47.102388
4343,60,free,US,2023-05-03 11:30:15.95401
4344,23,free,BR,2023-07-08 18:58:15.239203
4345,33,paid,US,2023-09-11 01:41:36.862697
4346,67,paid,US,2023-10-28 22:56:57.568992
4347,84,trial,BR,2023-08-02 21:59:30.964146
4348,53,free,US,2023-05-16 11:07:13.419041
4349,65,trial,US,2023-07-08 05:08:08.925014
4350,37,trial,IF,2023-04-12 06:32:03.097231
4351,53,paid,BR,2023-05-02 08:06:50.02589
4352,29,paid,US,2023-09-26 23:49:37.109127
4353,36,paid,BR,2023-09-28 23:20:21.886421
4354,20,free,US,2023-07-16 21:16:54.215319
4355,24,free,US,2023-12-13 12:22:18.891798
4356,82,free,IF,2023-07-31 15:04:36.348796
4357,54,free,US,2023-11-06 09:14:52.842036
4358,82,free,FR,2023-12-06 21:15:16.024991
4359,55,trial,IF,2023-07-27 05:34:39.972999
4360,62,free,BR,2023-09-18 14:37:56.931306
4361,32,free,IF,2023-01-19 05:53:54.875957
4362,22,free,BR,2023-05-20 05:09:10.01804
4363,61,free,US,2023-07-13 08:28:46.144576
4364,73,free,BR,2023-03-02 01:21:15.35999
4365,68,free,US,2023-12-25 12:34:45.567429
4366,73,paid,US,2023-08-12 03:00:34.453874
4367,56,free,US,2023-03-25 13:02:37.579282
4368,45,free,BR,2023-09-18 03:34:59.619375
4369,90,paid,BR,2023-01-02 07:25:58.565142
4370,20,free,BR,2023-02-26 17:42:58.370531
4371,43,trial,IF,2023-12-26 08:40:00.770984
4372,40,free,BR,2023-10-10 20:36:22.938643
4373,57,paid,US,2023-12-11 17:24:37.907655
4374,47,free,US,2023-09-14 14:26:26.630202
4375,92,trial,US,2023-08-15 08:29:52.767193
4376,39,free,US,2023-01-09 17:12:13.277792
4377,69,free,BR,2023-08-04 19:29:28.423871
4378,78,paid,IF,2023-03-26 02:29:34.051726
4379,30,free,US,2023-05-17 08:03:15.980761
4380,49,trial,BR,2023-03-18 02:36:30.438974
4381,45,free,US,2023-03-21 10:50:00.363934
4382,38,trial,US,2023-01-17 06:34:53.036877
4383,84,free,US,2023-04-11 05:25:41.949955
4384,46,free,US,2023-10-22 05:08:40.18441
4385,64,free,FR,2023-01-04 12:41:13.808756
4386,71,free,IF,2023-04-13 00:22:31.205225
4387,44,trial,US,2023-03-18 03:12:38.588241
4388,52,paid,US,2023-06-09 02:00:05.83422
4389,21,trial,US,2023-05-17 10:58:34.812369
4390,76,free,US,2023-09-23 09:52:08.660805
4391,21,free,BR,2023-08-29 10:36:55.532428
4392,60,free,US,2023-11-03 03:33:40.926464
4393,91,trial,US,2023-08-19 06:57:38.147188
4394,71,trial,IF,2023-08-09 04:17:14.868695
4395,39,free,US,2023-03-09 19:27:07.172917
4396,69,free,BR,2023-12-16 21:19:08.723816
4397,93,paid,US,2023-09-11 09:48:51.000042
4398,83,paid,BR,2023-01-23 11:52:10.232432
4399,23,paid,US,2023-10-13 10:14:51.59998
4400,25,trial,BR,2023-10-28 19:24:26.305069
4401,77,free,US,2023-09-21 18:53:33.411139
4402,29,paid,BR,2023-08-02 15:40:35.788753
4403,83,paid,US,2023-08-31 10:19:51.430687
4404,90,free,US,2023-10-11 07:48:18.607369
4405,19,paid,BR,2023-11-29 03:37:24.053132
4406,27,free,BR,2023-03-09 16:07:17.13431
4407,23,free,FR,2023-04-26 20:43:29.107392
4408,63,free,US,2023-08-07 00:59:54.275553
4409,39,free,US,2023-10-24 11:16:14.226721
4410,81,paid,IF,2023-12-11 23:05:11.15832
4411,18,paid,US,2023-01-30 00:14:52.738297
4412,85,free,IF,2023-02-25 12:00:50.044967
4413,80,free,US,2023-06-29 22:29:53.287323
4414,79,trial,US,2023-11-22 19:34:18.75335
4415,24,paid,US,2023-01-02 12:05:01.822608
4416,33,free,US,2023-04-12 20:08:16.800831
4417,32,free,BR,2023-11-16 21:53:27.0937
4418,61,free,US,2023-10-20 13:06:01.26043
4419,62,free,US,2023-12-24 13:09:19.8935
4420,94,free,US,2023-03-19 00:10:47.589152
4421,70,free,BR,2023-05-25 22:39:27.750915
4422,38,free,US,2023-10-08 09:45:13.764689
4423,97,trial,US,2023-05-23 16:17:14.942002
4424,78,paid,US,2023-09-20 10:48:41.929057
4425,42,paid,US,2023-07-15 03:52:57.81466
4426,20,free,US,2023-07-03 20:07:05.608925
4427,89,trial,US,2023-05-28 06:47:29.868708
4428,61,free,US,2023-01-26 12:19:22.532705
4429,25,paid,US,2023-07-26 05:02:35.596057
4430,91,free,IF,2023-08-12 13:21:46.181803
4431,78,paid,US,2023-01-25 23:25:19.796396
4432,31,free,US,2023-06-19 03:01:40.757071
4433,95,paid,IF,2023-12-16 20:51:59.688122
4434,27,free,IF,2023-08-21 12:07:36.809287
4435,91,free,FR,2023-10-02 00:30:43.024454
4436,65,trial,US,2023-09-26 15:22:24.60953
4437,91,free,US,2023-02-23 15:24:29.926157
4438,63,paid,BR,2023-11-03 16:56:12.848133
4439,59,free,IF,2023-12-27 17:26:47.098542
4440,59,paid,FR,2023-07-02 08:43:57.730312
4441,46,free,BR,2023-05-03 19:25:09.005731
4442,97,trial,US,2023-09-22 21:26:05.343642
4443,75,free,BR,2023-08-13 05:09:17.884383
4444,61,free,US,2023-10-28 06:19:36.382393
4445,93,free,US,2023-03-09 07:36:55.414931
4446,28,free,BR,2023-09-19 20:05:05.40581
4447,19,paid,US,2023-03-28 22:33:19.220519
4448,27,free,US,2023-03-15 17:43:04.071842
4449,18,free,BR,2023-01-26 20:14:25.612533
4450,63,paid,IF,2023-03-14 02:16:11.103835
4451,31,free,US,2023-12-06 01:54:18.952987
4452,84,trial,US,2023-05-28 00:49:17.857404
4453,69,paid,US,2023-04-14 20:25:36.171418
4454,64,free,BR,2023-06-29 08:46:08.034866
4455,74,paid,US,2023-09-14 06:49:59.693635
4456,29,free,BR,2023-12-16 20:47:33.198911
4457,66,paid,US,2023-01-18 11:53:46.45655
4458,62,free,US,2023-01-15 21:19:55.463012
4459,20,paid,US,2023-06-12 00:35:19.935693
4460,65,free,BR,2023-12-30 20:05:21.218788
4461,97,free,US,2023-03-30 10:42:40.653811
4462,88,paid,FR,2023-05-26 16:32:29.559768
4463,35,free,BR,2023-11-20 00:51:03.272043
4464,38,paid,US,2023-05-24 07:14:31.362542
4465,50,free,US,2023-01-06 15:23:26.944386
4466,37,free,BR,2023-05-30 12:11:52.210144
4467,50,paid,BR,2023-04-01 08:05:11.353657
4468,91,free,US,2023-04-02 17:19:30.35974
4469,51,free,US,2023-05-12 09:30:03.939193
4470,63,free,IF,2023-07-14 00:18:53.772328
4471,60,free,US,2023-03-19 09:04:05.455358
4472,66,free,US,2023-05-13 14:13:05.302472
4473,27,free,IF,2023-02-13 14:02:33.92972
4474,50,trial,US,2023-08-01 18:59:43.631908
4475,87,paid,BR,2023-05-13 02:21:07.870605
4476,87,free,BR,2023-04-06 23:35:38.417924
4477,21,free,BR,2023-03-05 13:44:18.13443
4478,75,paid,US,2023-04-02 14:58:27.943495
4479,49,paid,US,2023-11-15 07:58:18.76185
4480,67,free,BR,2023-09-12 23:21:03.617953
4481,53,free,US,2023-05-31 04:47:16.990277
4482,38,free,US,2023-06-23 22:27:19.815852
4483,48,trial,BR,2023-01-15 08:59:01.418685
4484,95,free,US,2023-11-02 01:05:46.647203
4485,96,trial,US,2023-01-17 18:14:19.430747
4486,28,free,US,2023-03-23 11:14:24.893999
4487,50,paid,IF,2023-09-04 17:49:02.365076
4488,90,free,US,2023-06-20 22:12:35.133777
4489,90,free,BR,2023-03-08 22:54:30.310738
4490,71,free,US,2023-02-07 15:25:33.275184
4491,19,free,BR,2023-04-13 05:30:00.338549
4492,21,trial,BR,2023-10-25 18:16:52.871065
4493,49,free,BR,2023-10-20 06:56:59.578155
4494,84,paid,US,2023-07-21 22:16:42.570566
4495,79,free,US,2023-11-23 22:57:25.86004
4496,53,free,BR,2023-04-27 18:43:04.181368
4497,76,trial,BR,2023-05-04 20:13:00.699921
4498,83,trial,FR,2023-02-07 19:21:57.488959
4499,61,paid,US,2023-12-11 00:03:24.519174
4500,38,free,BR,2023-05-15 02:40:47.708089
4501,65,free,BR,2023-04-25 09:36:28.552155
4502,81,paid,BR,2023-06-12 05:23:02.500243
4503,88,trial,BR,2023-09-05 09:33:04.244089
4504,40,free,IF,2023-08-26 23:36:13.590115
4505,97,free,US,2023-05-19 18:42:13.039077
4506,92,free,US,2023-08-12 21:58:45.702556
4507,95,free,BR,2023-03-02 07:45:26.738711
4508,19,trial,BR,2023-01-19 08:59:36.967512
4509,89,paid,US,2023-05-06 10:23:57.779048
4510,95,trial,US,2023-01-14 10:52:04.979646
4511,39,free,US,2023-12-26 12:54:32.396781
4512,64,free,US,2023-01-01 23:15:36.992926
4513,71,free,BR,2023-01-12 13:20:48.471701
4514,35,free,US,2023-09-08 10:59:31.10566
4515,91,trial,US,2023-03-07 08:58:58.806574
4516,39,paid,US,2023-12-21 07:23:48.766058
4517,75,trial,US,2023-07-17 09:49:08.269282
4518,59,paid,US,2023-11-11 18:25:26.611779
4519,73,free,BR,2023-11-30 15:11:59.885215
4520,55,free,BR,2023-11-07 05:41:17.181559
4521,32,paid,US,2023-06-26 12:48:53.163813
4522,85,free,US,2023-07-27 02:17:55.620007
4523,25,free,US,2023-03-03 11:02:09.985178
4524,88,free,US,2023-11-21 19:37:26.050999
4525,87,free,BR,2023-02-25 17:50:19.467407
4526,57,free,US,2023-07-25 15:30:56.450851
4527,70,paid,US,2023-08-31 23:34:28.005165
4528,37,free,FR,2023-07-31 04:43:03.285089
4529,49,free,US,2023-02-27 14:01:14.120597
4530,47,free,BR,2023-11-09 05:06:45.473559
4531,42,free,US,2023-06-07 06:32:30.139177
4532,61,free,US,2023-08-19 15:14:52.692516
4533,73,paid,US,2023-01-31 23:56:48.796534
4534,97,paid,IF,2023-11-20 03:05:44.262771
4535,49,paid,BR,2023-01-22 17:37:16.865469
4536,87,free,US,2023-02-02 13:27:36.078163
4537,97,trial,IF,2023-05-07 14:37:28.816293
4538,78,paid,IF,2023-07-21 10:27:48.247075
4539,76,free,BR,2023-06-30 21:52:07.191726
4540,93,trial,US,2023-07-26 03:03:50.493665
4541,19,trial,BR,2023-05-07 18:45:46.628121
4542,75,trial,IF,2023-12-18 22:04:47.347413
4543,22,paid,US,2023-04-23 00:38:23.504809
4544,62,trial,US,2023-06-11 11:30:54.924641
4545,36,trial,BR,2023-04-04 17:09:21.642744
4546,56,free,FR,2023-06-10 06:19:20.581619
4547,26,paid,BR,2023-03-13 10:17:48.906618
4548,61,free,BR,2023-06-09 02:56:27.823239
4549,49,trial,US,2023-08-21 17:18:51.455225
4550,54,paid,US,2023-05-02 13:08:29.721325
4551,68,free,BR,2023-03-10 16:38:32.842622
4552,59,paid,IF,2023-04-27 05:08:46.581289
4553,30,paid,BR,2023-05-07 21:08:41.988977
4554,54,free,BR,2023-01-05 04:30:49.151513
4555,46,trial,FR,2023-02-03 01:09:03.397758
4556,95,free,BR,2023-01-18 15:27:46.596648
4557,45,free,US,2023-01-24 04:53:31.569844
4558,23,free,BR,2023-12-19 06:33:44.685704
4559,74,paid,BR,2023-08-02 20:46:08.910736
4560,52,free,BR,2023-06-03 22:08:27.875196
4561,54,free,US,2023-06-14 01:43:39.740303
4562,58,free,BR,2023-06-26 13:10:04.367543
4563,66,paid,BR,2023-10-08 20:16:22.212632
4564,91,paid,BR,2023-06-24 06:31:34.814549
4565,71,free,US,2023-10-02 15:45:36.568259
4566,81,free,US,2023-12-09 20:49:28.178871
4567,57,free,US,2023-05-29 03:04:11.123996
4568,33,free,US,2023-08-27 23:06:19.510434
4569,37,free,US,2023-03-01 06:43:03.86007
4570,78,free,US,2023-04-25 18:42:09.996124
4571,20,trial,BR,2023-08-19 20:32:04.527282
4572,90,free,BR,2023-08-31 12:49:24.6625
4573,94,free,BR,2023-09-26 12:47:33.407579
4574,48,free,IF,2023-10-06 05:05:52.508397
4575,80,free,FR,2023-11-26 20:43:09.362335
4576,54,paid,BR,2023-10-31 02:31:07.082995
4577,91,trial,IF,2023-07-30 08:47:49.742731
4578,73,free,US,2023-01-31 03:17:30.960834
4579,89,free,US,2023-09-04 22:30:53.40008
4580,75,free,IF,2023-04-29 02:50:12.586615
4581,95,free,US,2023-01-09 16:12:19.753933
4582,35,trial,BR,2023-01-25 16:11:12.603184
4583,78,free,US,2023-10-18 17:44:28.047586
4584,54,paid,BR,2023-11-27 21:05:36.251902
4585,37,paid,IF,2023-01-06 14:18:35.166122
4586,52,trial,BR,2023-04-28 15:46:30.926736
4587,71,free,US,2023-02-04 20:55:29.481411
4588,22,trial,BR,2023-01-09 17:40:06.436532
4589,91,free,BR,2023-11-21 22:51:21.798573
4590,92,free,IF,2023-10-02 16:56:00.828407
4591,71,paid,BR,2023-07-16 07:20:38.165484
4592,29,free,IF,2023-05-29 03:35:52.877617
4593,85,trial,US,2023-08-08 01:52:38.105893
4594,96,paid,US,2023-07-19 21:17:53.265222
4595,63,free,BR,2023-04-06 16:54:42.383017
4596,92,free,US,2023-12-26 10:17:07.550427
4597,39,free,US,2023-09-25 23:14:04.2969
4598,74,free,US,2023-11-01 06:29:05.910727
4599,27,free,US,2023-01-03 21:13:05.78889
4600,97,trial,US,2023-11-19 18:43:07.626254
4601,29,free,FR,2023-05-10 20:21:10.263105
4602,84,free,BR,2023-03-04 17:05:38.416275
4603,89,paid,BR,2023-10-08 15:24:35.280206
4604,50,free,BR,2023-05-27 23:30:34.379998
4605,27,free,BR,2023-04-15 11:05:01.134958
4606,59,free,BR,2023-09-22 01:57:35.371933
4607,53,paid,US,2023-03-10 22:39:43.535981
4608,83,free,US,2023-02-03 14:07:10.503891
4609,75,free,IF,2023-01-23 22:30:53.162078
4610,81,free,BR,2023-11-30 01:59:19.93237
4611,94,free,US,2023-02-14 03:40:02.19392
4612,87,free,US,2023-03-06 00:47:00.588141
4613,26,free,US,2023-04-05 19:13:55.827336
4614,94,trial,US,2023-11-22 17:33:11.489238
4615,38,free,FR,2023-07-15 15:43:38.655437
4616,41,free,US,2023-04-07 00:39:46.815998
4617,55,paid,BR,2023-07-20 07:32:44.48977
4618,90,free,BR,2023-09-26 01:51:30.757658
4619,91,free,BR,2023-05-23 09:11:31.225529
4620,47,paid,US,2023-06-29 15:52:51.441105
4621,33,free,IF,2023-04-17 06:58:46.729859
4622,74,free,BR,2023-08-03 21:58:48.474223
4623,86,free,US,2023-10-20 11:20:43.182595
4624,32,free,US,2023-06-27 18:54:25.151798
4625,97,free,US,2023-08-29 05:26:09.035499
4626,29,free,US,2023-12-29 23:47:49.516223
4627,40,free,US,2023-05-04 22:29:55.973731
4628,54,trial,BR,2023-09-02 22:18:54.629679
4629,42,free,BR,2023-03-30 04:44:48.486959
4630,82,free,US,2023-12-18 04:33:24.876695
4631,58,trial,US,2023-06-18 11:52:15.606183
4632,68,trial,US,2023-07-10 10:20:02.607901
4633,36,trial,BR,2023-12-31 15:01:35.446126
4634,27,paid,BR,2023-06-17 15:50:54.161041
4635,26,free,BR,2023-10-23 04:50:19.158202
4636,21,trial,US,2023-09-16 09:13:15.735787
4637,37,free,IF,2023-03-16 19:41:48.927763
4638,62,free,US,2023-07-03 07:03:33.96876
4639,82,paid,BR,2023-10-23 10:27:29.350221
4640,29,free,US,2023-06-17 03:24:23.881431
4641,38,trial,US,2023-11-11 21:25:23.543643
4642,58,free,BR,2023-12-16 00:07:43.36524
4643,95,free,FR,2023-09-12 02:16:19.90456
4644,40,free,BR,2023-07-23 19:33:18.837115
4645,38,free,BR,2023-05-06 09:57:26.373578
4646,33,free,BR,2023-04-15 11:27:44.352667
4647,80,paid,US,2023-11-23 11:52:54.826132
4648,60,paid,US,2023-09-01 11:50:22.024828
4649,29,trial,US,2023-07-25 02:27:25.978444
4650,50,free,BR,2023-02-05 01:11:01.55198
4651,85,free,US,2023-07-02 20:47:31.183514
4652,24,free,IF,2023-09-21 06:15:04.371849
4653,65,paid,BR,2023-12-14 07:08:34.323336
4654,91,free,US,2023-09-14 01:11:51.491896
4655,74,trial,BR,2023-04-28 21:15:46.477555
4656,60,free,US,2023-02-05 07:30:01.387759
